"state","year","pct_D","pct_R","pct_I","win_D","win_R","win_I"
"NE",1990,50.1837,49.4929,0.323449,1,0,0
"NE",1994,74.4651,25.5349,0,1,0,NA
"NE",1998,46.0308,53.9692,0,0,1,NA
"NE",2002,27.4022,68.7644,3.8334,0,1,0
"NE",2006,24.4566,73.3971,1.50887,0,1,0
"NE",2010,26.0955,73.9045,0,0,1,NA
"NH",1946,36.8594,63.1406,0,0,1,NA
"NH",1948,47.269,52.2135,0.517588,0,1,0
"NH",1950,43.0298,56.9702,0,0,1,NA
"NH",1952,36.853,63.147,0,0,1,NA
"NH",1954,44.8767,55.1233,0,0,1,NA
"NH",1956,45.2722,54.7278,0,0,1,NA
"NH",1958,48.347,51.653,0,0,1,NA
"NH",1960,44.5411,55.4589,0,0,1,NA
"NH",1962,58.8925,41.1075,0,1,0,NA
"NH",1964,66.8084,33.1916,0,1,0,NA
"NH",1966,53.8874,45.9153,0.197344,1,0,0
"NH",1968,47.4544,52.5456,0,0,1,NA
"NH",1970,44.1031,45.9913,9.90563,0,1,0
"NH",1972,39.0414,41.3928,19.5658,0,1,0
"NH",1974,48.8209,51.1791,0,0,1,NA
"NH",1976,42.2666,57.7334,0,0,1,NA
"NH",1978,49.3841,45.4265,4.58071,1,0,0
"NH",1980,58.9782,40.6786,0.34329,1,0,0
"NH",1982,46.8337,51.4722,1.69404,0,1,0
"NH",1984,33.1371,66.8629,0,0,1,NA
"NH",1986,46.278,53.722,0,0,1,NA
"NH",1988,39.0675,60.4306,0.501974,0,1,0
"NH",1990,34.5984,60.313,4.87228,0,1,0
"NH",1992,41.6292,58.3708,0,0,1,NA
"NH",1994,25.579,70.0204,4.40055,0,1,0
"NH",1996,57.9002,39.9976,2.1022,1,0,0
"NH",1998,68.1567,31.8433,0,1,0,NA
"NH",2000,49.2993,44.265,6.43563,1,0,0
"NH",2002,38.2514,58.7931,2.95557,0,1,0
"NH",2004,51.0338,48.9662,0,1,0,NA
"NH",2008,70.1807,27.6237,2.19563,1,0,0
"NH",2010,52.7016,45.0862,2.21225,1,0,0
"NH",2012,54.6636,42.5593,2.77708,1,0,0
"NJ",1946,41.4244,57.0776,0.694437,0,1,0
"NJ",1949,47.1275,51.5411,0.630677,0,1,0
"NJ",1953,53.1645,44.6798,1.28511,1,0,0
"NJ",1957,54.5522,44.4551,0.312412,1,0,0
"NJ",1961,50.3653,48.7431,0.270363,1,0,0
"NJ",1965,57.3905,41.0837,0.930802,1,0,0
"NJ",1969,38.4941,59.6595,0.453181,0,1,0
"NJ",1973,66.3946,32.125,0.304607,1,0,0
"NJ",1977,55.711,41.8048,0.408087,1,0,0
"NJ",1981,49.3778,49.4554,0.195275,0,1,0
"NJ",1985,29.3215,69.584,0.432774,0,1,0
"NJ",1989,62.2016,37.7984,0,1,0,NA
"NJ",1993,49.4667,50.5333,0,0,1,NA
"NJ",1997,49.4328,50.5672,0,0,1,NA
"NJ",2001,56.7057,42.2043,1.09002,1,0,0
"NJ",2005,52.6486,43.7773,1.20649,1,0,0
"NJ",2009,44.8792,48.457,5.75896,0,1,0
"NM",1946,52.8199,47.1801,0,1,0,NA
"NM",1948,54.7228,45.2772,0,1,0,NA
"NM",1950,46.2579,53.7421,0,0,1,NA
"NM",1952,46.2353,53.7647,0,0,1,NA
"NM",1954,57.0145,42.9855,0,1,0,NA
"NM",1956,47.7706,52.2294,0,0,1,NA
"NM",1958,50.4667,49.5333,0,1,0,NA
"NM",1960,49.6747,50.3253,0,0,1,NA
"NM",1962,52.9842,47.0158,0,1,0,NA
"NM",1964,60.2122,39.7878,0,1,0,NA
"NM",1966,48.2633,51.7367,0,0,1,NA
"NM",1968,49.5415,50.4585,0,0,1,NA
"NM",1970,51.2581,46.3694,1.60213,1,0,0
"NM",1974,49.9513,48.8128,1.23591,1,0,0
"NM",1978,50.5475,49.4525,0,1,0,NA
"NM",1982,52.9713,47.0287,0,1,0,NA
"NM",1986,46.951,53.049,0,0,1,NA
"NM",1990,54.6071,45.1546,0.191617,1,0,0
"NM",1994,39.9225,49.8149,10.2626,0,1,0
"NM",1998,45.4689,54.5311,0,0,1,NA
"NM",2002,55.4849,39.0497,5.46539,1,0,0
"NM",2006,68.8174,31.1826,0,1,0,NA
"NM",2010,46.6266,53.3734,0,0,1,NA
"NV",1946,57.4225,42.5775,0,1,0,NA
"NV",1950,42.3551,57.6449,0,0,1,NA
"NV",1954,46.8979,53.1021,0,0,1,NA
"NV",1958,59.9182,40.0818,0,1,0,NA
"NV",1962,66.8365,33.1634,0,1,0,NA
"NV",1966,47.8439,52.1561,0,0,1,NA
"NV",1970,48.0961,43.8122,4.40775,1,0,0
"NV",1974,67.3815,17.0996,15.5189,1,0,0
"NV",1978,40.2386,57.2317,1.73765,0,1,0
"NV",1982,55.026,42.9895,1.98448,1,0,0
"NV",1986,73.4661,25.5316,1.00234,1,0,0
"NV",1990,64.8114,29.8647,2.81129,1,0,0
"NV",1994,56.0452,43.9548,0,1,0,NA
"NV",1998,44.0631,54.1218,1.81516,0,1,0
"NV",2002,22.0127,68.2347,4.69861,0,1,0
"NV",2006,43.92,47.9256,3.55556,0,1,0
"NV",2010,41.6133,53.3614,1.70698,0,1,0
"NY",1946,43.0788,56.9212,0,0,1,NA
"NY",1950,42.323,53.1101,4.18108,0,1,0
"NY",1954,49.6116,49.396,0.908366,1,0,0
"NY",1958,44.7073,54.7385,0.55419,0,1,0
"NY",1962,43.9667,53.0819,2.4439,0,1,0
"NY",1966,38.1061,44.6097,8.45601,0,1,0
"NY",1970,40.2708,52.4115,7.02684,0,1,0
"NY",1974,57.2177,41.9363,0.235389,1,0,0
"NY",1978,50.9461,45.2236,2.73038,1,0,0
"NY",1982,50.9108,47.478,0.996364,1,0,0
"NY",1986,64.6308,31.761,3.04618,1,0,0
"NY",1990,53.1709,21.3451,20.4002,1,0,0
"NY",1994,46.1796,49.5734,4.24694,0,1,0
"NY",1998,37.9092,62.0908,0,0,1,NA
"NY",2002,33.5092,49.4153,14.2859,0,1,0
"NY",2006,69.5641,28.7192,0.95028,1,0,0
"NY",2010,62.5591,33.2631,1.28759,1,0,0
"OH",1946,48.8767,50.637,0.486294,0,1,0
"OH",1948,53.6653,46.3347,0,1,0,NA
"OH",1950,52.6216,47.3784,0,1,0,NA
"OH",1952,55.895,44.105,0,1,0,NA
"OH",1954,54.0945,45.9055,0,1,0,NA
"OH",1956,43.96,56.04,0,0,1,NA
"OH",1958,56.9179,43.0821,0,1,0,NA
"OH",1962,41.0825,58.9175,0,0,1,NA
"OH",1966,37.8223,62.1777,0,0,1,NA
"OH",1970,54.1925,43.4234,1.92517,1,0,0
"OH",1974,48.2549,48.6267,3.11845,0,1,0
"OH",1978,47.6425,49.3143,1.23672,0,1,0
"OH",1982,59.0422,38.8463,1.16524,1,0,0
"OH",1986,60.6036,39.3702,0.0261867,1,0,0
"OH",1990,44.3943,55.6034,0.00236475,0,1,0
"OH",1994,24.9793,71.7709,3.24984,0,1,0
"OH",1998,47.1714,52.8286,0,0,1,NA
"OH",2002,38.2688,57.7984,3.9328,0,1,0
"OH",2006,60.5413,36.6493,1.77663,1,0,0
"OH",2010,47.0363,49.0383,2.39109,0,1,0
"OK",1946,52.4649,45.9819,1.45188,1,0,0
"OK",1950,51.1129,48.6135,0.27364,1,0,0
"OK",1954,58.6654,41.3346,0,1,0,NA
"OK",1958,74.1416,19.9494,5.909,1,0,0
"OK",1962,44.4313,55.2742,0.294464,0,1,0
"OK",1966,43.7541,55.6772,0.568764,0,1,0
"OK",1970,48.4177,48.1056,3.47672,1,0,0
"OK",1974,63.9113,36.0887,0,1,0,NA
"OK",1978,51.7408,47.2149,0.499991,1,0,0
"OK",1982,62.07,37.617,0.312978,1,0,0
"OK",1986,44.5813,47.4189,6.60222,0,1,0
"OK",1990,57.4112,32.6544,9.93445,1,0,0
"OK",1994,29.6415,46.908,23.4506,0,1,0
"OK",1998,41.4289,58.5711,0,0,1,NA
"OK",2002,43.2729,42.6099,14.1171,1,0,0
"OK",2006,66.5041,33.4959,0,1,0,NA
"OK",2010,39.551,60.449,0,0,1,NA
"OR",1946,30.9378,69.0622,0,0,1,NA
"OR",1948,44.5326,53.2343,2.23302,0,1,0
"OR",1950,33.9487,66.0513,0,0,1,NA
"OR",1954,43.0878,56.9122,0,0,1,NA
"OR",1958,44.668,55.332,0,0,1,NA
"OR",1962,41.6577,54.2383,4.10394,0,1,0
"OR",1966,44.6994,55.3006,0,0,1,NA
"OR",1970,44.1677,55.6002,0.232191,0,1,0
"OR",1974,57.8006,42.1994,0,1,0,NA
"OR",1978,45.0961,54.9039,0,0,1,NA
"OR",1982,35.9383,61.4316,2.63012,0,1,0
"OR",1986,52.01,47.99,0,1,0,NA
"OR",1990,45.7492,39.9847,12.9548,1,0,0
"OR",1994,54.5707,45.4293,0,1,0,NA
"OR",1998,68.2225,31.7775,0,1,0,NA
"OR",2002,49.0736,46.3449,4.58144,1,0,0
"OR",2006,50.8563,42.8214,3.64776,1,0,0
"OR",2010,49.4041,47.8708,1.41174,1,0,0
"PA",1946,40.6834,58.5296,0.442959,0,1,0
"PA",1950,48.3143,50.737,0.346943,0,1,0
"PA",1954,53.6565,46.1521,0.120173,1,0,0
"PA",1958,50.7882,48.8799,0.21764,1,0,0
"PA",1962,44.2823,55.3902,0.327555,0,1,0
"PA",1966,46.1336,52.0988,1.40898,0,1,0
"PA",1970,41.6997,55.2183,2.25427,0,1,0
"PA",1974,53.8049,45.23,0.96512,1,0,0
"PA",1978,46.4479,52.5457,0.53619,0,1,0
"PA",1982,48.1097,50.8358,0.420604,0,1,0
"PA",1986,50.689,48.3511,0.959869,1,0,0
"PA",1990,67.6517,32.3483,0,1,0,NA
"PA",1994,40.6469,46.2711,13.082,0,1,0
"PA",1998,31.382,58.0622,10.5558,0,1,0
"PA",2002,53.2955,44.4893,1.14601,1,0,0
"PA",2006,60.3647,39.6353,0,1,0,NA
"PA",2010,45.5113,54.4887,0,0,1,NA
"RI",1946,54.0729,45.9271,0,1,0,NA
"RI",1948,61.1543,38.424,0.421783,1,0,0
"RI",1950,59.3397,40.6603,0,1,0,NA
"RI",1952,52.6221,47.3779,0,1,0,NA
"RI",1954,57.6855,41.723,0.591475,1,0,0
"RI",1956,50.0926,49.9074,0,1,0,NA
"RI",1958,49.1017,50.8983,0,0,1,NA
"RI",1960,56.6367,43.3633,0,1,0,NA
"RI",1962,49.9392,50.0608,0,0,1,NA
"RI",1964,38.8507,61.1493,0,0,1,NA
"RI",1966,36.6983,63.3017,0,0,1,NA
"RI",1968,51.0174,48.9826,0,1,0,NA
"RI",1970,50.072,49.5318,0.396141,1,0,0
"RI",1972,52.5482,47.065,0.386809,1,0,0
"RI",1974,78.4791,21.5209,0,1,0,NA
"RI",1976,54.8207,44.7107,0.317796,1,0,0
"RI",1978,62.7892,30.7275,6.48327,1,0,0
"RI",1980,73.7058,26.2942,0,1,0,NA
"RI",1982,73.3015,23.6034,2.08541,1,0,0
"RI",1984,39.9909,60.0091,0,0,1,NA
"RI",1986,32.3771,64.6966,1.84775,0,1,0
"RI",1988,49.1743,50.8257,0,0,1,NA
"RI",1990,74.1503,25.8497,0,1,0,NA
"RI",1992,62.024,34.534,3.44201,1,0,0
"RI",1994,43.5448,47.3727,9.08248,0,1,0
"RI",1998,42.4357,51.335,6.22935,0,1,0
"RI",2002,45.2476,54.7524,0,0,1,NA
"RI",2006,51.0086,48.9914,0,1,0,NA
"SC",1946,100,0,0,1,0,NA
"SC",1950,100,0,0,1,0,NA
"SC",1954,100,0,0,1,0,NA
"SC",1958,100,0,0,1,0,NA
"SC",1962,100,0,0,1,0,NA
"SC",1966,58.1563,41.8437,0,1,0,NA
"SC",1970,51.6752,45.6285,2.01255,1,0,0
"SC",1974,47.58,50.8619,1.55811,0,1,0
"SC",1978,61.3767,37.7724,0.850949,1,0,0
"SC",1982,69.801,30.199,0,1,0,NA
"SC",1986,47.9591,51.0434,0.558927,0,1,0
"SC",1990,27.9667,69.7513,2.28208,0,1,0
"SC",1994,48.2847,50.8506,0.864692,0,1,0
"SC",1998,53.3248,45.282,1.3932,1,0,0
"SC",2002,47.0954,52.9046,0,0,1,NA
"SC",2006,44.8305,55.1695,0,0,1,NA
"SC",2010,47.0136,51.4866,0.930826,0,1,0
"SD",1946,32.8383,67.1617,0,0,1,NA
"SD",1948,38.916,61.084,0,0,1,NA
"SD",1950,39.1061,60.8939,0,0,1,NA
"SD",1952,29.8473,70.1527,0,0,1,NA
"SD",1954,43.3333,56.6667,0,0,1,NA
"SD",1956,45.6131,54.3869,0,0,1,NA
"SD",1958,51.4018,48.5982,0,1,0,NA
"SD",1960,49.2721,50.7279,0,0,1,NA
"SD",1962,43.9005,56.0995,0,0,1,NA
"SD",1964,48.3254,51.6746,0,0,1,NA
"SD",1966,42.2866,57.7134,0,0,1,NA
"SD",1968,42.3465,57.6535,0,0,1,NA
"SD",1970,54.8485,45.1515,0,1,0,NA
"SD",1972,60.0343,39.9657,0,1,0,NA
"SD",1974,53.646,46.354,0,1,0,NA
"SD",1978,43.3723,56.6277,0,0,1,NA
"SD",1982,29.1267,70.8733,0,0,1,NA
"SD",1986,48.1923,51.8077,0,0,1,NA
"SD",1990,41.1046,58.8954,0,0,1,NA
"SD",1994,40.5224,55.3619,4.11568,0,1,0
"SD",1998,33.9052,66.0948,0,0,1,NA
"SD",2002,41.928,56.7666,0.712351,0,1,0
"SD",2006,36.134,61.6927,1.19392,0,1,0
"SD",2010,38.4874,61.5126,0,0,1,NA
"TN",1946,65.3448,31.9113,2.74389,1,0,0
"TN",1948,66.9096,33.0881,0.00239026,1,0,0
"TN",1950,78.0871,21.9129,0,1,0,NA
"TN",1952,79.3655,20.6228,0.0116515,1,0,0
"TN",1970,45.9756,51.954,2.07039,0,1,0
"TN",1974,55.2718,43.9226,0.233596,1,0,0
"TN",1978,44.0062,55.6458,0.167116,0,1,0
"TN",1982,40.434,59.566,0,0,1,NA
"TN",1986,54.2623,45.7377,0,1,0,NA
"TN",1990,60.8457,36.6108,1.39093,1,0,0
"TN",1994,45.1456,54.8544,0,0,1,NA
"TN",1998,30.0452,69.9548,0,0,1,NA
"TN",2002,51.4962,48.5038,0,1,0,NA
"TN",2006,68.5984,29.741,0.625446,1,0,0
"TN",2010,33.0829,65.0321,0.408095,0,1,0
"TX",1946,91.2148,8.78522,0,1,0,NA
"TX",1948,84.7197,14.6747,0.309956,1,0,0
"TX",1950,90.2262,9.77384,0,1,0,NA
"TX",1952,100,0,0,1,0,NA
"TX",1954,89.5933,10.4067,0,1,0,NA
"TX",1956,78.4699,14.844,6.68603,1,0,0
"TX",1958,88.0758,11.9242,0,1,0,NA
"TX",1960,72.7659,27.2341,0,1,0,NA
"TX",1962,53.9795,45.5668,0.45374,1,0,0
"TX",1964,73.7914,26.0018,0.206859,1,0,0
"TX",1966,72.7671,25.8117,0.733199,1,0,0
"TX",1968,56.9897,43.0103,0,1,0,NA
"TX",1970,53.5788,46.4212,0,1,0,NA
"TX",1972,47.9635,45.0417,6.28705,1,0,0
"TX",1974,61.3522,31.168,5.64044,1,0,0
"TX",1978,49.2469,49.9583,0.59954,0,1,0
"TX",1982,53.2017,45.944,0.601522,1,0,0
"TX",1986,46.0419,52.7038,1.23482,0,1,0
"TX",1990,49.4696,46.9202,3.31724,1,0,0
"TX",1994,46.1759,53.8241,0,0,1,NA
"TX",1998,31.3634,68.6366,0,0,1,NA
"TX",2002,39.9962,57.8338,1.4607,0,1,0
"TX",2006,29.7864,39.0258,18.1139,0,1,0
"TX",2010,42.2982,54.9709,2.19305,0,1,0
"UT",1948,45.0123,54.9877,0,0,1,NA
"UT",1952,44.9149,55.0851,0,0,1,NA
"UT",1956,33.4337,38.2001,28.3662,0,1,0
"UT",1960,47.3379,52.6621,0,0,1,NA
"UT",1964,56.9875,43.0125,0,1,0,NA
"UT",1968,68.7113,31.2887,0,1,0,NA
"UT",1972,69.682,30.318,0,1,0,NA
"UT",1976,52.0075,45.9693,1.33463,1,0,0
"UT",1980,55.1606,44.4283,0.411154,1,0,0
"UT",1984,43.7835,55.8738,0.342747,0,1,0
"UT",1988,38.4094,40.1258,21.0519,0,1,0
"UT",1996,23.5495,75.7376,0.712879,0,1,0
"UT",2000,42.2652,55.7671,1.96769,0,1,0
"UT",2004,42.5201,56.5578,0.922113,0,1,0
"UT",2008,19.4927,77.8998,2.60743,0,1,0
"UT",2012,27.5823,68.4131,2.24645,0,1,0
"VA",1949,70.4344,27.4427,2.12288,1,0,0
"VA",1953,54.8296,44.2815,0.888876,1,0,0
"VA",1957,63.1563,36.4401,0.403564,1,0,0
"VA",1961,63.8547,36.1453,0,1,0,NA
"VA",1965,47.8927,37.7076,13.3815,1,0,0
"VA",1969,45.3952,52.5124,1.15712,0,1,0
"VA",1977,43.2805,55.9119,0.807614,0,1,0
"VA",1981,53.5555,46.4445,0,1,0,NA
"VA",1985,55.2039,44.7961,0,1,0,NA
"VA",1989,50.1886,49.8114,0,1,0,NA
"VA",1993,41.2361,58.7639,0,0,1,NA
"VA",1997,42.6168,55.8863,1.49684,0,1,0
"VA",2001,52.1858,47.0455,0.768701,1,0,0
"VA",2005,51.7572,46.0255,2.21736,1,0,0
"VA",2009,41.3083,58.6917,0,0,1,NA
"VT",1946,19.5927,80.4073,0,0,1,NA
"VT",1948,27.9942,72.0058,0,0,1,NA
"VT",1950,25.5066,74.4934,0,0,1,NA
"VT",1952,39.8121,51.9359,8.25201,0,1,0
"VT",1954,47.7154,52.2846,0,0,1,NA
"VT",1956,42.536,57.464,0,0,1,NA
"VT",1958,49.7094,50.2906,0,0,1,NA
"VT",1960,43.5893,56.4107,0,0,1,NA
"VT",1962,50.5417,49.4583,0,1,0,NA
"VT",1964,64.9325,35.0675,0,1,0,NA
"VT",1966,57.7404,42.2596,0,1,0,NA
"VT",1968,44.4949,55.5051,0,0,1,NA
"VT",1970,43.0189,56.9811,0,0,1,NA
"VT",1972,55.2503,43.6001,1.14958,1,0,0
"VT",1974,56.5682,38.0267,5.40516,1,0,0
"VT",1976,40.4968,53.4138,6.08942,0,1,0
"VT",1978,34.1792,62.9011,2.91974,0,1,0
"VT",1980,36.6549,58.7944,2.53968,0,1,0
"VT",1982,43.9795,55.0445,0.502495,0,1,0
"VT",1984,50.0739,48.5006,0.815309,1,0,0
"VT",1986,46.9804,38.2245,14.4584,1,0,0
"VT",1988,55.4341,43.3769,1.18904,1,0,0
"VT",1990,46.1178,51.9081,1.31595,0,1,0
"VT",1992,76.4329,23.5671,0,1,0,NA
"VT",1994,72.4851,20.0505,7.46443,1,0,0
"VT",1996,74.5426,23.7319,1.72548,1,0,0
"VT",1998,56.62,41.8389,1.54111,1,0,0
"VT",2000,51.4927,38.729,9.77832,1,0,0
"VT",2002,42.4174,44.9698,9.71819,0,1,0
"VT",2004,37.9928,58.7001,1.36684,0,1,0
"VT",2006,41.1974,56.414,0.944083,0,1,0
"VT",2010,49.6142,47.8167,0.795617,1,0,0
"VT",2012,57.9905,37.6779,1.99292,1,0,0
"WA",1948,47.2218,50.4968,2.17678,0,1,0
"WA",1952,47.3506,52.6494,0,0,1,NA
"WA",1956,54.6311,45.0001,0.368741,1,0,0
"WA",1960,50.3383,48.8688,0.711249,1,0,0
"WA",1964,43.8857,55.7683,0.346004,0,1,0
"WA",1968,44.2771,54.7181,0.916897,0,1,0
"WA",1972,42.8248,50.7846,5.89749,0,1,0
"WA",1976,53.1432,44.4288,0.80226,1,0,0
"WA",1980,43.3194,56.6806,0,0,1,NA
"WA",1984,53.3086,46.6914,0,1,0,NA
"WA",1988,62.2129,37.7871,0,1,0,NA
"WA",1992,52.1603,47.8397,0,1,0,NA
"WA",1996,57.956,42.044,0,1,0,NA
"WA",2000,58.383,39.6809,1.93611,1,0,0
"WA",2004,48.873,48.8685,2.25849,1,0,0
"WA",2008,53.2405,46.7595,0,1,0,NA
"WA",2012,51.5395,48.4605,0,1,0,NA
"WI",1946,39.0759,59.7887,0.864766,0,1,0
"WI",1948,44.1117,54.0906,1.02109,0,1,0
"WI",1950,46.1581,53.2164,0.328182,0,1,0
"WI",1952,37.2723,62.4982,0.229513,0,1,0
"WI",1954,48.3975,51.4538,0.148624,0,1,0
"WI",1956,48.1109,51.8891,0,0,1,NA
"WI",1958,53.5943,46.2821,0.123526,1,0,0
"WI",1960,51.5551,48.4449,0,1,0,NA
"WI",1962,50.3745,49.4298,0.195732,1,0,0
"WI",1964,49.443,50.557,0,0,1,NA
"WI",1966,46.0887,53.5058,0.40554,0,1,0
"WI",1968,46.8217,52.8801,0.190873,0,1,0
"WI",1970,54.2427,44.8757,0.672819,1,0,0
"WI",1974,53.1985,42.0746,2.8373,1,0,0
"WI",1978,44.8968,54.3746,0.42344,0,1,0
"WI",1982,56.7556,41.9483,0.616025,1,0,0
"WI",1986,46.2198,52.7384,0.676221,0,1,0
"WI",1990,41.8018,58.1982,0,0,1,NA
"WI",1994,30.8895,67.2568,0.744585,0,1,0
"WI",1998,39.3426,60.6574,0,0,1,NA
"WI",2002,45.4341,41.567,10.4987,1,0,0
"WI",2006,52.7551,45.3596,1.88533,1,0,0
"WI",2010,46.6656,52.457,0.492908,0,1,0
"WV",1948,57.1246,42.8754,0,1,0,NA
"WV",1952,51.5449,48.4551,0,1,0,NA
"WV",1956,46.1241,53.8759,0,0,1,NA
"WV",1960,53.9937,46.0063,0,1,0,NA
"WV",1964,54.9116,45.0884,0,1,0,NA
"WV",1968,49.1406,50.8594,0,0,1,NA
"WV",1972,45.263,54.737,0,0,1,NA
"WV",1976,66.1684,33.8316,0,1,0,NA
"WV",1980,54.1485,45.4409,0.410564,1,0,0
"WV",1984,46.7382,53.2618,0,0,1,NA
"WV",1988,58.8709,41.1291,0,1,0,NA
"WV",1992,56.01,36.5576,7.43242,1,0,0
"WV",1996,45.7984,51.6289,2.57271,0,1,0
"WV",2000,50.6613,47.7142,1.62455,1,0,0
"WV",2004,63.5155,34.0084,2.47609,1,0,0
"WV",2008,73.0669,26.9331,0,1,0,NA
"WV",2012,50.0812,46.0241,2.55776,1,0,0
"WY",1946,52.8807,47.1193,0,1,0,NA
"WY",1950,43.8515,56.1485,0,0,1,NA
"WY",1954,49.5011,50.4989,0,0,1,NA
"WY",1958,48.935,46.6407,4.42432,1,0,0
"WY",1962,45.526,54.474,0,0,1,NA
"WY",1966,45.7083,54.2917,0,0,1,NA
"WY",1970,37.2139,62.7861,0,0,1,NA
"WY",1974,55.9728,44.0272,0,1,0,NA
"WY",1978,50.8639,49.1361,0,1,0,NA
"WY",1982,63.1408,36.8592,0,1,0,NA
"WY",1986,53.9576,46.0424,0,1,0,NA
"WY",1990,65.3542,34.6458,0,1,0,NA
"WY",1994,40.6248,59.3752,0,0,1,NA
"WY",1998,40.4567,55.5984,3.94481,0,1,0
"WY",2002,49.9636,47.9206,2.11583,1,0,0
"WY",2006,69.9921,30.0079,0,1,0,NA
"WY",2010,25.0838,71.8056,3.11053,0,1,0
